Suno ID,Title,Lyrics,Style,Audio Filename,Primary Mood,Duration,BPM,Key,Scale,Loudness,Mood Tags,Rhythm Density,Percussive Shape,Energy Level,groove,Phrase Length,Album Artist,Grouping,Genre,Album/EP,Year,Composer,Artist,Has Cover,Mood Coverage,Focus Category,coord_x,coord_y,energy_norm,brightness_norm,mood_1,mood_2,mood_3,mood_confidence,mood_1_color,last_updated
151,Last Scene In Shadows,,,last_scene_in_shadows.flac,"Cinematic, Gritty, Haunting, Melancholy, Tense",167.95,80,B,minor,2477.29,Melancholy,0,-3.389,116315.3,Low,41.99,Eleven,,"chillhop, downtempo, lo-fi hip hop",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.1061,0.5461,0.5461,0.1061,Deconstructed,Comfortable,Suspenseful,0.8898,#d82636,2026-03-25
152,Letters Left,,,letters_left.flac,"Cinematic, Dreamy, Melancholy, Nostalgic, Playful",172.99,80,F#,major,2130.42,Chill,0,1.646,92866.64,Low,43.25,Max,Echo,"bedroom pop, indie, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.1061,0.3869,0.3869,0.1061,Magical,Vulnerable,Speculative,0.129,#3426d8,2026-03-25
153,Letters Left S01,,,letters_left_s01.flac,"Dreamy, Haunting, Melancholy, Playful, Weightless",172.99,80,F#,major,2130.51,Chill,0,1.646,92872.17,Low,43.25,Max,Echo,"bedroom pop, indie, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.1061,0.3897,0.3897,0.1061,Magical,Speculative,Vulnerable,0.1997,#3426d8,2026-03-25
155,Light from a Distance,,,light_from_a_distance.flac,,148.66,135,E,major,1694.4,,0.036,1.454,65982.31,High,37.16,StudioRich,Weightless Drift,"ambient, minimal",Run Loop,2025,,StudioRich,No,0,Deep Focus,0.8101,0.1746,0.1746,0.8101,Disoriented,Subdued,Elusive,0.1552,#26d8cb,2026-03-25
154,Light from a Distance S1,,,light_from_a_distance_s01.flac,,180.82,88,E,minor,2133.55,"Dreamy, Nostalgic",0,2.007,93069.9,Mid,45.2,StudioRich,Weightless Drift,"ambient, minimal",Run Loop,2025,,StudioRich,No,2,Sleep,0.3869,0.4008,0.4008,0.3869,Anchored,Sheltered,Balanced,0.3674,#26d84e,2026-03-25
156,Light Rewind S01,,,light_rewind_s01.flac,"Dreamy, Energetic, Melancholy, Nostalgic, Playful",185.53,99,F,major,2949.13,Playful,0,-2.095,150885.52,Mid,46.38,Lucas,Legacy,"chillhop, lo-fi, soul",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.5154,0.6858,0.6858,0.5154,Connected,Cozy,Brooding,0.3619,#2fd826,2026-03-25
157,Light Rewind S02,,,light_rewind_s02.flac,"Cinematic, Dark, Energetic",95.96,100,F,major,1726.76,"Hopeful, Playful",0,-0.229,67871.73,Mid,23.99,Lucas,Legacy,"chillhop, lo-fi, soul",Stranger Vibes,2025,,StudioRich,Yes,2,Light Concentration,0.5251,0.1969,0.1969,0.5251,Sad,Balanced,Fantastical,0.0253,#26d0d8,2026-03-25
158,Light Rewind S03,,,light_rewind_s03.flac,"Chill, Cinematic, Gritty, Intimate, Lonely",107.11,80,G,major,1488.56,Chill,0,-2.537,54383.93,Low,26.78,Lucas,Legacy,"chillhop, lo-filo-fi, soul",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.1061,0.0992,0.0992,0.1061,Vulnerable,Speculative,Remorseful,0.2326,#2679d8,2026-03-25
159,Light Rewind S04,,,light_rewind_s04.flac,"Chill, Dreamy, Gritty, Melancholy, Nostalgic",147.23,84,Bb,minor,2011.43,"Dreamy, Melancholy, Nostalgic",0,-2.695,85232.4,Low,36.81,Lucas,Legacy,"chillhop, lo-fi, soul",Stranger Vibes,2025,,StudioRich,Yes,3,Sleep,0.2095,0.3338,0.3338,0.2095,Vulnerable,Remorseful,Speculative,0.0044,#2679d8,2026-03-25
160,Lo Pulse,,,lo_pulse.flac,,143.96,80,E,major,1461.29,Chill,0,0.987,52903.99,Low,35.99,StudioRich,Echo Blur,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.1061,0.088,0.088,0.1061,Vulnerable,Speculative,Remorseful,0.2242,#2679d8,2026-03-25
161,Lo Pulse S01,,,lo_pulse_s01.flac,,129.92,85,F#,major,1698.96,Chill,0,-0.179,66247.41,Low,32.48,StudioRich,Echo Blur,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.2612,0.1802,0.1802,0.2612,Remorseful,Vulnerable,Speculative,0.0304,#2689d8,2026-03-25
162,Lo-Fi Defiance,,,lo-fi_defiance.flac,"Chill, Dark, Intimate, Lonely, Melancholy",138.52,139,Bb,major,1566.03,,0.001,-1.615,58662.04,High,34.63,Eleven,Primer,"ambient, chillhop, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,0,Deep Focus,0.8296,0.1355,0.1355,0.8296,Disoriented,Subdued,Elusive,0.1541,#26d8cb,2026-03-25
163,Loop Without Closure,,,loop_without_closure.flac,,216.58,120,Eb,major,3896.93,Hopeful,0,1.889,228711.45,High,54.15,StudioRich,Emotional Blur,"ambient, dream pop",Run Loop,2025,,StudioRich,No,1,Light Concentration,0.6788,0.8366,0.8366,0.6788,Esoteric,Adventurous,Untroubled,0.7608,#d826c9,2026-03-25
164,Loop Without Closure S1,,,loop_without_closure_s01.flac,,130.74,116,C#,major,2432,Hopeful,0.002,1.713,113155.79,High,32.69,StudioRich,Emotional Blur,"ambient, dream pop",Run Loop,2025,,StudioRich,No,1,Light Concentration,0.6006,0.5209,0.5209,0.6006,Grateful,Imminent,Introspective,0.84,#d8c926,2026-03-25
165,Love Error 1997,,,love_error_1997.flac,,216.98,78,C#,minor,2967.28,Melancholy,0,1.363,152273.52,Low,54.24,StudioRich,Emotional Blur,"experimental electronic, jungle",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.0503,0.6913,0.6913,0.0503,Weightless,Soothing,Intimate,0.0892,#263dd8,2026-03-25
166,Love Error 1997 S1,,,love_error_1997_s01.flac,,253.12,68,Eb,minor,4579.08,"Melancholy, Weightless",0,1.74,290970.22,Low,63.28,StudioRich,Emotional Blur,"experimental electronic, jungle",Run Loop,2025,,StudioRich,No,2,Sleep,0.0056,0.9008,0.9008,0.0056,Soothing,Unfolding,Eerie,0.3248,#45d826,2026-03-25
167,Lucas Loop S01,,,lucas_loop_s01.flac,"Chill, Comforting, Dreamy, Gritty, Tense, Weightless",134.61,76,C#,minor,2683.78,Melancholy,0,-2.093,131079.02,Low,33.65,Lucas,Legacy,"ambient, chillhop, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.0307,0.602,0.602,0.0307,Intimate,Radiant,Timeless,0.3687,#d2d826,2026-03-25
169,Lucas Loop S02,,,lucas_loop_s02.flac,"Chill, Comforting, Dreamy, Gritty, Weightless",144.22,79,C,minor,2580.62,Melancholy,0,1.471,123630.64,Low,36.05,Lucas,Legacy,"ambient, chillhop, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.0587,0.5768,0.5768,0.0587,Incongruous,Timeless,Disquieted,0.0057,#4526d8,2026-03-25
168,Lucas Loop S03,,,lucas_loop_s03.flac,"Chill, Dark, Dreamy, Lonely, Melancholy",95.92,136,B,major,1154.18,,0,0.792,37201.45,High,23.98,Lucas,Legacy,"ambient, chillhop, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,0,Deep Focus,0.8198,0.0237,0.0237,0.8198,Sad,Disoriented,Subdued,0.2221,#26d0d8,2026-03-25
170,Lucas Loop S04,,,lucas_loop_s04.flac,"Chill, Dreamy, Lonely, Melancholy, Weightless",182.89,145,F#,minor,2377.45,Aggressive,0,2.09,109388.42,High,45.72,Lucas,Legacy,"ambient, chillhop, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.8729,0.493,0.493,0.8729,Languid,Nurturing,Somber,0.4586,#26afd8,2026-03-25
171,Luminous Fade,,,luminous_fade.flac,,240,120,G,major,5851.88,Hopeful,0,1.623,419593.34,High,60,Eno,,"ambient, electronic, experimental",Eunoia,2025,,StudioRich,No,1,Light Concentration,0.6788,0.9651,0.9651,0.6788,Belligerent,Esoteric,Adventurous,0.2869,#d88226,2026-03-25
172,Maxine's Drift,,,maxines_drift.flac,"Chill, Comforting, Dreamy, Gritty, Nostalgic",131.96,120,F,major,2046.97,Hopeful,0,0.845,87489.78,High,32.99,Max,Echo,"indie, introspective, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Light Concentration,0.6788,0.3617,0.3617,0.6788,Playful,Complacent,Restless,0.0015,#d8c326,2026-03-25
173,Maxine's Drift S01,,,maxines_drift_s01.flac,"Chill, Dreamy, Gritty, Lonely, Melancholy, Weightless",131.96,120,F,major,2046.77,Hopeful,0,0.845,87477.3,High,32.99,Max,Echo,"indie, introspective, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Light Concentration,0.6788,0.3589,0.3589,0.6788,Complacent,Playful,Restless,0.0037,#d8ae26,2026-03-25
174,Mayfield (C-Minor),,,mayfield_--c-minor--.flac,,127.32,178,C,minor,4447.77,"Aggressive, Energetic",0,1.166,278604.91,High,31.83,Max,,lo-fi,Stranger Vibes,2025,,StudioRich,Yes,2,Deep Focus,0.9958,0.8813,0.8813,0.9958,Raw,At Ease,Proleptic,0.028,#d82651,2026-03-25
175,Mayfield (D-Minor),,,mayfield_--d-minor--.flac,"Cinematic, Dreamy, Energetic, Hopeful, Weightless",240,88,D,minor,8405.3,"Dreamy, Nostalgic",0,1.352,720347.25,Mid,60,Max,,lo-fi,Stranger Vibes,2025,,StudioRich,Yes,2,Sleep,0.3869,0.9958,0.9958,0.3869,Belligerent,Tense,Peaceful,0.1137,#d88226,2026-03-25
176,Memory Drip,,,memory_drip.flac,   ,227.84,84,C#,major,6330.85,Chill,0,-0.509,471871.03,Low,56.96,StudioRich,Emotional Lift,"electronic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.2095,0.9791,0.9791,0.2095,Despondent,Paranoid,Uneasy,0.06,#2669d8,2026-03-25
177,Memory Drip S01,,,memory_drip_s01.flac, ,229.96,85,C,minor,4528.72,"Dreamy, Melancholy, Nostalgic",0,-2.202,286206.97,Low,57.49,StudioRich,Emotional Lift,"electronic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,3,Sleep,0.2612,0.8897,0.8897,0.2612,Paranoid,Despondent,Uneasy,0.065,#26d6d8,2026-03-25
178,Memory Lag,,,memory_lag.flac,,295.02,120,B,minor,4261.51,Tense,0,1.744,261372.22,High,73.75,StudioRich,Weightless Drift,"ambient, breakbeat, post-rock",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.6788,0.8701,0.8701,0.6788,Esoteric,Adventurous,Untroubled,0.5318,#d826c9,2026-03-25
179,Memory Lag S1,,,memory_lag_s01.flac,,432.23,93,B,minor,6278.97,"Dreamy, Nostalgic",0,2.474,466111.22,Mid,108.06,StudioRich,Weightless Drift,"ambient, breakbeat, post-rock",Run Loop,2025,,StudioRich,No,2,Sleep,0.4832,0.9735,0.9735,0.4832,Belligerent,Tense,Edgy,0.3882,#d88226,2026-03-25
180,Memory Loadscreen,,,memory_loadscreen.flac,,178.44,110,Eb,minor,3783.39,Dreamy,0,2.135,218836.98,Mid,44.61,StudioRich,First Glimpse,"ambient, electronic",Run Loop,2025,,StudioRich,No,1,Sleep,0.5726,0.8282,0.8282,0.5726,Edgy,Adventurous,Tense,0.2062,#d82626,2026-03-25
181,Memory Loadscreen S1,,,memory_loadscreen_s01.flac,,187.23,163,F,major,3456.03,"Aggressive, Energetic",0,0.253,191186.84,High,46.81,StudioRich,First Glimpse,"ambient, electronic",Run Loop,2025,,StudioRich,No,2,Deep Focus,0.9581,0.7807,0.7807,0.9581,At Ease,Raw,Proleptic,0.1629,#86d826,2026-03-25
182,Midnight Bridge Run,,,midnight_bridge_run.flac,,249.12,77,B,major,3184.56,Chill,0,-2.154,169212.45,Low,62.28,StudioRich,Everything Speeds Up,"atmospheric, drum and bass, jungle",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.0391,0.7416,0.7416,0.0391,Soothing,Unfolding,Weightless,0.7513,#45d826,2026-03-25
183,Midnight Bridge Run S1,,,midnight_bridge_run_s01.flac,,417.51,120,C,minor,5311.04,,0,-2.53,363052.91,High,104.38,StudioRich,Everything Speeds Up,"atmospheric, drum and bass, jungle",Run Loop,2025,,StudioRich,No,0,Deep Focus,0.6788,0.9427,0.9427,0.6788,Belligerent,Esoteric,Adventurous,0.0399,#d88226,2026-03-25
184,Midnight Court,,,midnight_court.flac,,156.39,90,Eb,major,2155.68,Chill,0,-3.53,94514.5,Mid,39.1,Lucas,Belief,"chillout, jazztronica, lo-fi hip hop",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.4455,0.4134,0.4134,0.4455,Experimental,Balanced,Luminescent,0.8774,#8626d8,2026-03-25
185,Midnight Court S02,,,midnight_court_s02.flac,,156.39,90,Eb,major,2155.68,Chill,0,-3.53,94514.5,Mid,39.1,Lucas,Belief,"chillout, jazztronica, lo-fi hip hop",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.4455,0.4134,0.4134,0.4455,Experimental,Balanced,Luminescent,0.8774,#8626d8,2026-03-25
186,Midnight Shadows,,,midnight_shadows.flac,,175.65,82,Eb,minor,2075.75,"Dreamy, Melancholy, Nostalgic",0,0.334,89332.17,Low,43.91,Eleven,,"ambient, downtempo, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,3,Sleep,0.1648,0.3673,0.3673,0.1648,Speculative,Vulnerable,Magical,0.2193,#b726d8,2026-03-25
187,Mikes Safehouse,,,mikes_safehouse.flac,,161.68,120,B,minor,2294.36,,0,1.769,103731.76,High,40.42,Eleven,Bonds & Bikes,"cinematic, electronic, lo-fi",Stranger Vibes,2025,,StudioRich,No,0,Deep Focus,0.6788,0.4595,0.4595,0.6788,Playful,Restless,Frenzied,0.0131,#d8c326,2026-03-25
188,Mikes Safehouse S01,,,mikes_safehouse_s01.flac,,157.69,85,C,major,2625.9,Chill,0,1.353,126882.02,Mid,39.42,Eleven,Bonds & Bikes,"cinematic, electronic, lo-fi",Stranger Vibes,2025,,StudioRich,No,1,Deep Focus,0.2612,0.5852,0.5852,0.2612,Jubilant,Visionary,Resigned,0.9073,#a1d826,2026-03-25
189,Mind Drip,,,mind_drip.flac,"Dreamy, Energetic, Gritty, Playful",98.4,135,E,major,2042.08,,0,0.48,87178.28,High,24.6,Eleven,Primer,lo-fi,Stranger Vibes,2025,,StudioRich,Yes,0,Deep Focus,0.8101,0.3561,0.3561,0.8101,Disoriented,Subdued,Languid,0.0362,#26d8cb,2026-03-25
190,Mind Wipe Hiss,,,mind_wipe_hiss.flac,,191.6,151,Bb,major,734.32,Aggressive,0,2.217,18942.82,High,47.9,Eleven,Lab Silence,"cinematic, electronic, lo-fi",Stranger Vibes,2025,,StudioRich,No,1,Deep Focus,0.9092,0.0098,0.0098,0.9092,Disoriented,Sad,Elusive,0.0539,#26d8cb,2026-03-25
191,Mind Wipe Hiss S01,,,mind_wipe_hiss_s01.flac,,182.72,130,G,major,2025.67,,0,1.863,86134.55,High,45.68,Eleven,Lab Silence,"cinematic, electronic, lo-fi",Stranger Vibes,2025,,StudioRich,No,0,Deep Focus,0.7891,0.3478,0.3478,0.7891,Disoriented,Subdued,Languid,0.0427,#26d8cb,2026-03-25
192,Mineral Static,,,mineral_static.flac,,185.04,103,D,minor,6177.33,Dreamy,0,1.323,454895.88,Mid,46.26,Eno,,"ambient, electronic, experimental",Eunoia,2025,,StudioRich,No,1,Sleep,0.5433,0.9707,0.9707,0.5433,Belligerent,Esoteric,Tense,0.6811,#d88226,2026-03-25
193,Mirage Cascade,,,mirage_cascade.flac,,240,110,C,minor,8571.02,,0,1.678,741647.25,High,60,Eno,,"ambient, electronic, experimental",Eunoia,2025,,StudioRich,No,0,Deep Focus,0.5726,0.9986,0.9986,0.5726,Belligerent,Esoteric,Adventurous,0.8884,#d88226,2026-03-25
194,Mirror Fade,,,mirror_fade.flac,,234.21,124,C,major,4683.62,,0.033,2.257,300940.09,High,58.55,StudioRich,Endless Loop,"breakbeat, guitar-driven, nostalgic",Run Loop,2025,,StudioRich,No,0,Deep Focus,0.743,0.9092,0.9092,0.743,Untroubled,Esoteric,Adventurous,0.0862,#75d826,2026-03-25
195,Mirror Shard,,,mirror_shard.flac,"Chill, Dreamy, Gritty, Nostalgic",145.91,86,C#,minor,1441.72,"Dreamy, Nostalgic",0,0.886,51849.75,Mid,36.48,Max,Flight,"ambient, experimental, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,2,Sleep,0.3045,0.0684,0.0684,0.3045,Sad,Remorseful,Vulnerable,0.1532,#26d0d8,2026-03-25
196,Mirror Shard S01,,,mirror_shard_s01.flac,"Cinematic, Dreamy, Intimate, Nostalgic",131.65,86,C,minor,1763.27,"Dreamy, Nostalgic",0,1.12,70024.78,Mid,32.91,Max,Flight,"ambient, experimental, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,2,Sleep,0.3045,0.2165,0.2165,0.3045,Remorseful,Vulnerable,Sheltered,0.2243,#2689d8,2026-03-25
197,Misty Signal II,,,misty_signal_ii.flac,,239.79,130,A,major,6873.76,,0,2.099,533526.31,High,59.95,StudioRich,Opening Air,"ambient, downtempo, lo-fi",The Way the Air Moves,2025,,StudioRich,No,0,Deep Focus,0.7891,0.9874,0.9874,0.7891,Untroubled,Esoteric,Belligerent,0.0983,#75d826,2026-03-25
198,Misty Signal II S01,,,misty_signal_ii_s01.flac,,171.64,110,D,major,2907.55,"Hopeful, Playful",0,2.091,147721.58,Mid,42.91,StudioRich,Opening Air,"ambient, downtempo, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Light Concentration,0.5726,0.6606,0.6606,0.5726,Brooding,Creeping,Fearful,0.5834,#2663d8,2026-03-25
199,Mk1 Monitor Pulse,,,mk1_monitor_pulse.flac,,132.87,135,C,major,1794.56,,0,1.487,71887.8,High,33.22,Eleven,Lab Silence,"chillhop, industrial, lo-fi",Stranger Vibes,2025,,StudioRich,No,0,Deep Focus,0.8101,0.2277,0.2277,0.8101,Disoriented,Subdued,Elusive,0.1644,#26d8cb,2026-03-25
200,Mk1 Monitor Pulse S01,,,mk1_monitor_pulse_s01.flac,,148.7,92,G,major,1802.37,Playful,0,1.32,72354.7,Mid,37.17,Eleven,Lab Silence,"chillhop, industrial, lo-fi",Stranger Vibes,2025,,StudioRich,No,1,Deep Focus,0.4749,0.236,0.236,0.4749,Balanced,Experimental,Luminescent,0.1343,#3ad826,2026-03-25
202,Mood For Leaving,,,mood_for_leaving.flac,"Chill, Dreamy, Hopeful, Intimate",88.46,95,Ab,major,1719.97,Playful,0,1.004,67473.8,Mid,22.11,Eleven,Primer,lo-fi,Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.5056,0.1913,0.1913,0.5056,Sad,Balanced,Experimental,0.0443,#26d0d8,2026-03-25
201,Morning Broadcast Drift Edit,,,morning_broadcast_drift_edit.flac,,207.18,113,Eb,minor,4201.65,,0,-1.112,255911.23,High,51.8,StudioRich,First Glimpse,"electronic, jungle",Run Loop,2025,,StudioRich,No,0,Deep Focus,0.5908,0.8617,0.8617,0.5908,Adventurous,Esoteric,Edgy,0.0575,#a626d8,2026-03-25
203,Mouth Breather Blues,,,mouth_breather_blues.flac,,192.96,68,F,minor,3965.83,"Melancholy, Weightless",0,1.951,234772.64,Low,48.24,Eleven,Forest Light,"ambient, experimental electronic, lo-fi",Stranger Vibes,2025,,StudioRich,No,2,Sleep,0.0056,0.845,0.845,0.0056,Soothing,Unfolding,Eerie,0.4714,#45d826,2026-03-25
204,Mouth Breather Blues S01,,,mouth_breather_blues_s01.flac,,139.42,123,E,major,2421.29,,0.078,1.726,112413.2,High,34.85,Eleven,Forest Light,"ambient, experimental electronic, lo-fi",Stranger Vibes,2025,,StudioRich,No,0,Deep Focus,0.7346,0.5182,0.5182,0.7346,Restless,Somber,Novel,0.3174,#d83126,2026-03-25
205,Mute Reflex,,,mute_reflex.flac,,290.84,87,Eb,minor,3042.93,"Dreamy, Nostalgic",0,0.228,158104.03,Mid,72.71,StudioRich,Descent & Fade,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Sleep,0.3408,0.7109,0.7109,0.3408,Mythic,Hollow,Observational,0.7234,#4a26d8,2026-03-25
206,Mute Reflex S01,,,mute_reflex_s01.flac,,267.54,87,Ab,minor,3493.38,"Dreamy, Nostalgic",0,-0.601,194279.05,Mid,66.89,StudioRich,Descent & Fade,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Sleep,0.3408,0.7891,0.7891,0.3408,Serene,Peaceful,Paranoid,0.2146,#26d858,2026-03-25
207,Muted Sunrise,,,muted_sunrise.flac,"Chill, Dark, Lonely, Melancholy",159.96,120,F#,major,2648.38,Hopeful,0,1.388,128506.64,High,39.99,Max,Withdrawal,"ambient, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Light Concentration,0.6788,0.5908,0.5908,0.6788,Buoyant,Glitchy,Novel,0.4689,#c7d826,2026-03-25
208,Muted Sunrise S01,,,muted_sunrise_s01.flac,"Cinematic, Dreamy, Weightless",159.96,120,F#,major,2648.58,,0,1.388,128520.96,High,39.99,Max,Withdrawal,"ambient, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,0,Deep Focus,0.6788,0.5936,0.5936,0.6788,Buoyant,Glitchy,Novel,0.4618,#c7d826,2026-03-25
209,Near Her Window,,,near_her_window.flac,,215.72,104,C,major,3169.15,"Hopeful, Playful",0.001,1.485,167991.53,Mid,53.93,StudioRich,First Glimpse,"ambient, electronic",Run Loop,2025,,StudioRich,No,2,Light Concentration,0.5475,0.7332,0.7332,0.5475,Rebellious,Fearful,Brooding,0.3194,#d88826,2026-03-25
210,Near Her Window S1,,,near_her_window_s01.flac,,187.35,94,A,minor,2843.63,"Dreamy, Nostalgic",0,2.095,142901,Mid,46.84,StudioRich,First Glimpse,"ambient, electronic",Run Loop,2025,,StudioRich,No,2,Sleep,0.4958,0.6439,0.6439,0.4958,Cozy,Impassive,Ambivalent,0.6729,#55d826,2026-03-25
211,Nebula Coil,,,nebula_coil.flac,,240,120,C,minor,4292.75,,0,1.659,264237,High,60,Eno,,"ambient, electronic, experimental",Eunoia,2025,,StudioRich,No,0,Deep Focus,0.6788,0.8757,0.8757,0.6788,Esoteric,Adventurous,Untroubled,0.4946,#d826c9,2026-03-25
212,Neon Crush,,,neon_crush.flac,,212.68,90,C,major,3396.83,Chill,0,-1.776,186319.77,Mid,53.17,Max,,"chillwave, lo-fi, synthwave",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.4455,0.7668,0.7668,0.4455,Tense,Peaceful,Transcendental,0.0169,#d83626,2026-03-25
213,Neon With Teeth,,,neon_with_teeth.flac,,131.45,172,A,major,2033.4,"Aggressive, Energetic",0,0.314,86625.61,High,32.86,StudioRich,Echo Blur,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Deep Focus,0.9832,0.3506,0.3506,0.9832,Elusive,Disoriented,Subdued,0.1667,#26d87f,2026-03-25
214,Neon With Teeth S01,,,neon_with_teeth_s01.flac,,125.07,87,Eb,minor,1361.65,"Dreamy, Nostalgic",0,1.357,47611.27,Mid,31.27,StudioRich,Echo Blur,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Sleep,0.3408,0.0517,0.0517,0.3408,Sad,Remorseful,Vulnerable,0.3327,#26d0d8,2026-03-25
215,No Exit Dream,,,no_exit_dream.flac,,253.15,140,A,minor,3913.07,Aggressive,0,2.082,230126.7,High,63.29,StudioRich,Emotional Blur,"ambient, electronic",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.8408,0.8422,0.8422,0.8408,Untroubled,Proleptic,At Ease,0.3224,#75d826,2026-03-25
216,No Exit Dream S1,,,no_exit_dream_s01.flac,,172.28,140,E,minor,3415.79,Tense,0,1.376,187874.48,High,43.07,StudioRich,Emotional Blur,"ambient, electronic",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.8408,0.7696,0.7696,0.8408,Proleptic,Untroubled,Dreamy,0.2915,#d826c3,2026-03-25
217,No Signal,,,no_signal.flac,"Chill, Dreamy, Energetic, Intimate, Tense, Weightless",119.92,88,G,major,1794.38,Chill,0,1.155,71876.83,Mid,29.98,Max,Weight,"electronic, experimental, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.3869,0.2221,0.2221,0.3869,Remorseful,Balanced,Experimental,0.0449,#2689d8,2026-03-25
218,No Signal S01,,,no_signal_s01.flac,"Chill, Dark, Gritty, Tense",119.92,88,G,major,1794.48,Chill,0,1.155,71882.72,Mid,29.98,Max,Weight,"electronic, experimental, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.3869,0.2249,0.2249,0.3869,Remorseful,Balanced,Experimental,0.0441,#2689d8,2026-03-25
219,Nothing Has Changed Looped,,,nothing_has_changed_looped.flac,,259.96,120,F,major,1831.96,,0,1.556,74134.79,High,64.99,StudioRich,Endless Loop,"ambient, electronic",Run Loop,2025,,StudioRich,No,0,Deep Focus,0.6788,0.25,0.25,0.6788,Fantastical,Playful,Luminescent,0.1066,#5a26d8,2026-03-25
220,Nothing Has Changed Looped S01,,,nothing_has_changed_looped_s01.flac,,200.65,105,D,major,2888.68,"Hopeful, Playful",0,1.288,146293.14,Mid,50.16,StudioRich,Endless Loop,"ambient, electronic",Run Loop,2025,,StudioRich,No,2,Light Concentration,0.5531,0.6578,0.6578,0.5531,Creeping,Brooding,Fearful,0.1391,#26d88f,2026-03-25
221,Nothing to Grab Onto,,,nothing_to_grab_onto.flac,,162.17,143,F#,major,2463.77,Aggressive,0,1.432,115369.47,High,40.54,StudioRich,Weightless Drift,"ambient, electronic",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.8575,0.5293,0.5293,0.8575,Nurturing,Languid,Neutral,0.2774,#34d826,2026-03-25
222,Nothing to Grab Onto S1,,,nothing_to_grab_onto_s01.flac,,219.51,150,C#,major,6123.79,Aggressive,0.025,1.409,449023.41,High,54.88,StudioRich,Weightless Drift,"ambient, electronic",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.8953,0.9679,0.9679,0.8953,Untroubled,Proleptic,At Ease,0.152,#75d826,2026-03-25
223,Nowhere Shortcut,,,nowhere_shortcut.flac,"Agrressive, Energetic, Gritty, Playful, Tense",114.92,101,Eb,major,2373.03,"Hopeful, Playful",0,1.353,109085.54,Mid,28.73,Max,Flight,"experimental, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,2,Light Concentration,0.5377,0.4902,0.4902,0.5377,Lonely,Curious,Ethereal,0.0246,#26cbd8,2026-03-25
224,Nowhere Shortcut S01,,,nowhere_shortcut_s01.flac,"Agrressive, Energetic, Gritty, Playful",131.94,106,C,minor,1957.06,Dreamy,0,-1.917,81816.43,Mid,32.98,Max,Flight,"experimental, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Sleep,0.5573,0.3059,0.3059,0.5573,Balanced,Fantastical,Luminescent,0.0272,#3ad826,2026-03-25
225,Orbital Lull,,,orbital_lull.flac,,160.04,120,E,minor,4089.77,Tense,0,0.71,245807.92,High,40.01,Eno,,"ambient, electronic, experimental",Eunoia,2025,,StudioRich,No,1,Deep Focus,0.6788,0.8506,0.8506,0.6788,Esoteric,Adventurous,Untroubled,0.6924,#d826c9,2026-03-25
